post_id,board,post_title,post_url,insight_id,insight_status,matched_via,action
6a512194926d6521f6453727,Feature Request,Document comparison workflow,https://noxtua.featurebase.app/p/document-comparison-workflow,133,Identified - JIRA ticket exists,featurebase_id,updated
6a512190926d6521f6453078,Feature Request,Time tracking for cases,https://noxtua.featurebase.app/p/time-tracking-for-cases,120,Identified - JIRA ticket exists,featurebase_id,updated
6a51218592665376ac3eea1b,Feature Request,Source passage highlighting,https://noxtua.featurebase.app/p/source-passage-highlighting,78,Identified - JIRA ticket exists,featurebase_id,updated
6a51217dba59b90f02b5f59c,Feature Request,Adjustable answer detail level,https://noxtua.featurebase.app/p/adjustable-answer-detail-level,77,Identified - JIRA ticket exists,featurebase_id,updated
6a51217403cf284364f61214,Feature Request,Personalised tool customization,https://noxtua.featurebase.app/p/personalised-tool-customization,75,Identified - JIRA ticket exists,featurebase_id,updated
6a5121618dc979d466a3ce4f,Feature Request,Custom data integration,https://noxtua.featurebase.app/p/custom-data-integration,74,Planned for development,featurebase_id,updated
6a51215e92665376ac3e8ec0,Feature Request,Search result translation,https://noxtua.featurebase.app/p/search-result-translation,43,Identified - JIRA ticket exists,featurebase_id,updated
6a51215392665376ac3e33d0,Feature Request,Prompt writing guidance,https://noxtua.featurebase.app/p/prompt-writing-guidance,41,Planned for development,featurebase_id,updated
6a6ccb6ba53a5c3283270cc2,Feedback,The users need a persisting login - currently users are auto-logged-out after a short time and a fresh login is required for every Word document.,https://noxtua.featurebase.app/p/the-users-need-a-persisting-login-currently-users-are-auto,472,Identified - JIRA ticket exists,insight_id_field,updated
6a6ccb1095b6184de99a2c1a,Feedback,"Users find that legal reasoning and subsumption in answers is too shallow, with alternative solutions, risk assessments, and minority views often missing.",https://noxtua.featurebase.app/p/users-find-that-legal-reasoning-and-subsumption-in-answers-is,401,Identified - JIRA ticket exists,insight_id_field,updated
6a6ccaf094e73d44a2110913,Feedback,"The user needs the exact marginal numbers to be cited, so that the citations can be used directly in e.g. documents.",https://noxtua.featurebase.app/p/the-user-needs-the-exact-marginal-numbers-to-be-cited,376,Identified - JIRA ticket exists,insight_id_field,updated
6a6ccad5d361a8379e2303af,Feedback,The user needs to be able to do legal research directly in the word-add-in in order to avoid switching between tools.,https://noxtua.featurebase.app/p/the-user-needs-to-be-able-to-do-legal-research,358,Planned for development,insight_id_field,updated
6a6ccac4ae4aea0e96db14b7,Feedback,The user needs the tool to provide them with practical usage examples and explains it step-by-step to me so that I can learn how to best use the tool.,https://noxtua.featurebase.app/p/the-user-needs-the-tool-to-provide-them-with-practical,347,Identified - JIRA ticket exists,insight_id_field,updated
6a6ccac1a53a5c328323b78a,Feedback,The user needs to be able to give access to their files on a case-by-case basis in order to ensure control.,https://noxtua.featurebase.app/p/the-user-needs-to-be-able-to-give-access-to,345,Identified - JIRA ticket exists,insight_id_field,updated
6a6ccaa894e73d44a210058d,Feedback,The user needs to be able to manually add and edit meta information of a file stored in the knowledge base.,https://noxtua.featurebase.app/p/the-user-needs-to-be-able-to-manually-add-and,333,Planned for development,insight_id_field,updated
6a6ccaa595b6184de998373e,Feedback,The user needs content from the documents within the knowledge base to be used only as reference (not exact matching of phrasing).,https://noxtua.featurebase.app/p/the-user-needs-content-from-the-documents-within-the-knowledge-2,331,Identified - JIRA ticket exists,insight_id_field,updated
6a6ccaa2bf2898f0e611d917,Feedback,The user needs content from the documents within the knowledge base to be cited precisely word by word.,https://noxtua.featurebase.app/p/the-user-needs-content-from-the-documents-within-the-knowledge,330,Planned for development,insight_id_field,updated
6a6cca9f4ee14d9752f20049,Feedback,The user needs to be able to share files in the knowledge base with all users.,https://noxtua.featurebase.app/p/the-user-needs-to-be-able-to-share-files-in-3,328,Planned for development,insight_id_field,updated
6a6cca9a84800d6b14ee0979,Feedback,The user needs to be able to share files in the knowledge base with individual users.,https://noxtua.featurebase.app/p/the-user-needs-to-be-able-to-share-files-in,326,Identified - JIRA ticket exists,insight_id_field,updated
6a6cca98f8e5d9da850ede51,Feedback,The user needs to create folders within the knowledge base in order to be able to structure their documents.,https://noxtua.featurebase.app/p/the-user-needs-to-create-folders-within-the-knowledge-base,325,Planned for development,insight_id_field,updated
6a6cca92ae4aea0e96da52c1,Feedback,The user needs the solution to work really well to be able to let the solution choose relevant documents from within the knowledge base on its own for a case.,https://noxtua.featurebase.app/p/the-user-needs-the-solution-to-work-really-well-to,322,Identified - JIRA ticket exists,insight_id_field,updated
6a6cca90ae4aea0e96da5194,Feedback,The user wants to be able to store and use additional external data sources (e.g. laws from other countries) in a knowledge base.,https://noxtua.featurebase.app/p/the-user-wants-to-be-able-to-store-and-use-11,320,Planned for development,insight_id_field,updated
6a6cca8e94e73d44a20eb839,Feedback,The user wants to be able to store and use additional legal commentary in a knowledge base.,https://noxtua.featurebase.app/p/the-user-wants-to-be-able-to-store-and-use-10,319,Planned for development,insight_id_field,updated
6a6cca8c94e73d44a20eb710,Feedback,The user wants to be able to store and use internal guidelines in a knowledge base.,https://noxtua.featurebase.app/p/the-user-wants-to-be-able-to-store-and-use-9,318,Planned for development,insight_id_field,updated
6a6cca89f8e5d9da850ec4b5,Feedback,The user wants to be able to store and use rulings/ judgements in a knowledge base.,https://noxtua.featurebase.app/p/the-user-wants-to-be-able-to-store-and-use-8,317,Planned for development,insight_id_field,updated
6a6cca8793655bd982ad69c0,Feedback,The user wants to be able to store and use pleadings in a knowledge base.,https://noxtua.featurebase.app/p/the-user-wants-to-be-able-to-store-and-use-7,316,Planned for development,insight_id_field,updated
6a6cca854ee14d9752f15d20,Feedback,"The users would like to be able to use old files, that can be accessed to draft documents.",https://noxtua.featurebase.app/p/the-users-would-like-to-be-able-to-use-old,315,Identified - JIRA ticket exists,insight_id_field,updated
6a6cca834ee14d9752f15c7d,Feedback,The user wants to be able to store and use format templates from a knowledge base.,https://noxtua.featurebase.app/p/the-user-wants-to-be-able-to-store-and-use-6,314,Identified - JIRA ticket exists,insight_id_field,updated
6a6cca81d361a8379e21b275,Feedback,The user wants to be able to store and use Powerpoint documents within a knowledge base.,https://noxtua.featurebase.app/p/the-user-wants-to-be-able-to-store-and-use-5,313,Identified - JIRA ticket exists,insight_id_field,updated
6a6cca7f8a3d03519fe94e2f,Feedback,The user wants to be able to store and use Email documents within a knowledge base.,https://noxtua.featurebase.app/p/the-user-wants-to-be-able-to-store-and-use-4,312,Planned for development,insight_id_field,updated
6a6cca7d9ddc772deebef983,Feedback,The user wants to be able to store and use Excel documents within a knowledge base.,https://noxtua.featurebase.app/p/the-user-wants-to-be-able-to-store-and-use-3,311,Planned for development,insight_id_field,updated
6a6cca7ca53a5c3283229d1d,Feedback,The user wants to be able to store and use PDF documents within a knowledge base.,https://noxtua.featurebase.app/p/the-user-wants-to-be-able-to-store-and-use-2,310,Planned for development,insight_id_field,updated
6a6cca7af8e5d9da850ebb26,Feedback,The user wants to be able to store and use word documents within a knowledge base.,https://noxtua.featurebase.app/p/the-user-wants-to-be-able-to-store-and-use,309,Planned for development,insight_id_field,updated
6a6cca788a3d03519fe947e6,Feedback,"The user would like the workflows to be able to use the drafting tools (i.e. canvas, word-add-in) for text creation.",https://noxtua.featurebase.app/p/the-user-would-like-the-workflows-to-be-able-to,308,Identified - JIRA ticket exists,insight_id_field,updated
6a6cca7593655bd982ad5c0a,Feedback,The user would like to be able to use matrices in workflows.,https://noxtua.featurebase.app/p/the-user-would-like-to-be-able-to-use-matrices,307,Identified - JIRA ticket exists,insight_id_field,updated
6a6cca734ee14d9752f150c5,Feedback,"The user needs to be able to use his own documents (e.g. files, folders) within workflows.",https://noxtua.featurebase.app/p/the-user-needs-to-be-able-to-use-his-own,306,Identified - JIRA ticket exists,insight_id_field,updated
6a6cca6cf8e5d9da850eb419,Feedback,"The user needs to be able to share workflows/ templates with certain user groups (e.g. department, legal area).",https://noxtua.featurebase.app/p/the-user-needs-to-be-able-to-share-workflows-templates,301,Identified - JIRA ticket exists,insight_id_field,updated
6a6cca4bbf2898f0e60ff624,Feedback,"Users wish for a seamless integration of all features within the tool (e.g. Workflows, matrix, Chat).",https://noxtua.featurebase.app/p/users-wish-for-a-seamless-integration-of-all-features-within,274,Identified - JIRA ticket exists,insight_id_field,updated
6a6cca4095b6184de9965968,Feedback,"The user would like to be able to apply all changes after reviewing them, in order to not have to approve each one individually.",https://noxtua.featurebase.app/p/the-user-would-like-to-be-able-to-apply-all,264,Planned for development,insight_id_field,updated
6a6cca3bf8e5d9da850e14b5,Feedback,The users expect the word-add-in to be intuitive and offer guidance so that they don't have to watch tutorials to be able to use it.,https://noxtua.featurebase.app/p/the-users-expect-the-word-add-in-to-be-intuitive,257,Identified - JIRA ticket exists,insight_id_field,updated
6a6cca3aae4aea0e96d986dc,Feedback,"The users expect by using the word add in that the formatting templates they use and the formatting that the document has is obeyed by the AI when changes and insertions are made, so that they don't have to fix formatting.",https://noxtua.featurebase.app/p/the-users-expect-by-using-the-word-add-in-that,256,Identified - JIRA ticket exists,insight_id_field,updated
6a6cca299ddc772deebcb853,Feedback,The user expects Beck-Noxtua to be competitive with comparable tools such as Libra and Legora.,https://noxtua.featurebase.app/p/the-user-expects-beck-noxtua-to-be-competitive-with-comparable,234,Identified - JIRA ticket exists,insight_id_field,updated
6a6cca17a53a5c3283200501,Feedback,The user needs more onboarding for the matrix analysis in order to work with it.,https://noxtua.featurebase.app/p/the-user-needs-more-onboarding-for-the-matrix-analysis-in,219,Planned for development,insight_id_field,updated
6a6cca12bf2898f0e60ec1d4,Feedback,"The user needs the system to stick with one language within a chat (unless prompted otherwise), in order to reduce mental load and needing to translate.",https://noxtua.featurebase.app/p/the-user-needs-the-system-to-stick-with-one-language,214,Identified - JIRA ticket exists,insight_id_field,updated
6a6cca0dae4aea0e96d8b2f8,Feedback,The user needs the tool to weigh sources accordingly to avoid contradicting or wrong information.,https://noxtua.featurebase.app/p/the-user-needs-the-tool-to-weigh-sources-accordingly-to,210,Identified - JIRA ticket exists,insight_id_field,updated
6a6cca064ee14d9752ef5f8a,Feedback,The users need the reponses to be available within reasonable time.,https://noxtua.featurebase.app/p/the-users-need-the-reponses-to-be-available-within-reasonable,197,Identified - JIRA ticket exists,insight_id_field,updated
6a6cc9f8a53a5c32831fb9eb,Feedback,The users would like to be able to intervene if they see the modal is thinking in a wrong direction in order to adjust the result to what they actually need.,https://noxtua.featurebase.app/p/the-users-would-like-to-be-able-to-intervene-if,173,Identified - JIRA ticket exists,insight_id_field,updated
6a6cc9f4d361a8379e1f5372,Feedback,The users expect the tool to do automatic consistency checks across the document.,https://noxtua.featurebase.app/p/the-users-expect-the-tool-to-do-automatic-consistency-checks,171,Identified - JIRA ticket exists,insight_id_field,updated
6a6cc9f393655bd982aaf226,Feedback,"The user expects the tool to identify non-lawful clauses and clauses that could be to their disadvantage automatically after upload, without the user needed to prompt it.",https://noxtua.featurebase.app/p/the-user-expects-the-tool-to-identify-non-lawful-clauses,169,Identified - JIRA ticket exists,insight_id_field,updated
6a6cc9ee94e73d44a20c0df7,Feedback,Users wanna be able to customize the layout particularly for having an Editor only view.,https://noxtua.featurebase.app/p/users-wanna-be-able-to-customize-the-layout-particularly-for,167,Identified - JIRA ticket exists,insight_id_field,updated
6a6cc9eca53a5c32831fb0bf,Feedback,The users expect the tool to ask questions back if the input provided is ambiguous.,https://noxtua.featurebase.app/p/the-users-expect-the-tool-to-ask-questions-back-if,165,Identified - JIRA ticket exists,insight_id_field,updated
6a6cc9e6d361a8379e1f3270,Feedback,"The users want to have granular control over which changes they accept, by seeing which part is the currently accepted part.",https://noxtua.featurebase.app/p/the-users-want-to-have-granular-control-over-which-changes,160,Identified - JIRA ticket exists,insight_id_field,updated
6a6cc9e39ddc772deebbfc18,Feedback,The users want the tool to be able to handle tables and diagrams within their documents.,https://noxtua.featurebase.app/p/the-users-want-the-tool-to-be-able-to-handle,155,Identified - JIRA ticket exists,insight_id_field,updated
6a6cc9e194e73d44a20bfbea,Feedback,"The user expects to be able to use simple, Google-style prompts effectively without needing to learn complex multi-step prompting.",https://noxtua.featurebase.app/p/the-user-expects-to-be-able-to-use-simple-google,154,Identified - JIRA ticket exists,insight_id_field,updated
6a6cc9df9ddc772deebbfa84,Feedback,The user needs the tool to differentiate between document content and annotations and only add the content into their document.,https://noxtua.featurebase.app/p/the-user-needs-the-tool-to-differentiate-between-document-content,153,Identified - JIRA ticket exists,insight_id_field,updated
6a6cc9da9ddc772deebbf8d3,Feedback,User want a customizable layout in order to not need multiple displays when interacting with the tool.,https://noxtua.featurebase.app/p/user-want-a-customizable-layout-in-order-to-not-need,149,Identified - JIRA ticket exists,insight_id_field,updated
6a6cc9d8f8e5d9da850cf367,Feedback,"The users would like to interact with the system more conversation like, getting questions and hints back from the system.",https://noxtua.featurebase.app/p/the-users-would-like-to-interact-with-the-system-more,148,Identified - JIRA ticket exists,insight_id_field,updated
6a6cc9d693655bd982aac9ce,Feedback,"The users would like the tool to prioritize accuracy over convenience, i.e. they rather prefer an ""I don't know"" or ""I'm not sure"" over a false response or incorrect sources.",https://noxtua.featurebase.app/p/the-users-would-like-the-tool-to-prioritize-accuracy-over,147,Planned for development,insight_id_field,updated
6a6cc9d2f8e5d9da850cef26,Feedback,Users expect the Editor to open automatically when a draft is prompted.,https://noxtua.featurebase.app/p/users-expect-the-editor-to-open-automatically-when-a-draft,140,Identified - JIRA ticket exists,insight_id_field,updated
6a6cc9c693655bd982aaba7a,Feedback,"The user expects an easy to understand interface for the Matrix, with appropriate sizing of input fields and self-explanatory guidance through the UI.",https://noxtua.featurebase.app/p/the-user-expects-an-easy-to-understand-interface-for-the,127,Identified - JIRA ticket exists,insight_id_field,updated
6a6cc9c494e73d44a20be573,Feedback,The user wants to be able to ask questions back and further process created matrices in the chat.,https://noxtua.featurebase.app/p/the-user-wants-to-be-able-to-ask-questions-back,122,Identified - JIRA ticket exists,insight_id_field,updated
6a6cc9be9ddc772deebbeb49,Feedback,The user needs the most recent version of a source to be used instead of an outdated version.,https://noxtua.featurebase.app/p/the-user-needs-the-most-recent-version-of-a-source,113,Identified - JIRA ticket exists,insight_id_field,updated
6a6cc9b8a53a5c32831f789f,Feedback,The user needs all relevant sources to be available and used for the answer.,https://noxtua.featurebase.app/p/the-user-needs-all-relevant-sources-to-be-available-and,109,Identified - JIRA ticket exists,insight_id_field,updated
6a6cc9b68a3d03519fe738d8,Feedback,The user expects to get (in itself and for the same request) consistent answers.,https://noxtua.featurebase.app/p/the-user-expects-to-get-in-itself-and-for-the,108,Identified - JIRA ticket exists,insight_id_field,updated
6a6cc9b3a53a5c32831f76ce,Feedback,The user needs to be able to upload files larger than 10 MB.,https://noxtua.featurebase.app/p/the-user-needs-to-be-able-to-upload-files-larger,107,Identified - JIRA ticket exists,insight_id_field,updated
6a6cc9b1f8e5d9da850cde7b,Feedback,The user wants to be able to work with their own (existing) documents.,https://noxtua.featurebase.app/p/the-user-wants-to-be-able-to-work-with-their,104,Planned for development,insight_id_field,updated
6a6cc9a9d361a8379e1f165f,Feedback,The user needs the answers to have a high accuracy to be beneficial to him.,https://noxtua.featurebase.app/p/the-user-needs-the-answers-to-have-a-high-accuracy,102,Identified - JIRA ticket exists,insight_id_field,updated
6a6cc993f8e5d9da850cd1ce,Feedback,The user needs the system to provide answers in appropriate language.,https://noxtua.featurebase.app/p/the-user-needs-the-system-to-provide-answers-in-appropriate,101,Identified - JIRA ticket exists,insight_id_field,updated
6a6cc9849ddc772deebbcb84,Feedback,The user needs help in optimizing the content of a document regarding their needs.,https://noxtua.featurebase.app/p/the-user-needs-help-in-optimizing-the-content-of-a,87,Planned for development,insight_id_field,updated
6a6cc96ad361a8379e1ef528,Feedback,The user needs the tool to also provide them with alternative perspectives not only e.g. with the predominant one.,https://noxtua.featurebase.app/p/the-user-needs-the-tool-to-also-provide-them-with,72,Identified - JIRA ticket exists,insight_id_field,updated
6a6cc96493655bd982aa78d0,Feedback,The user needs the tool to make own deductions beyond the provision and integration of feedback.,https://noxtua.featurebase.app/p/the-user-needs-the-tool-to-make-own-deductions-beyond,71,Identified - JIRA ticket exists,insight_id_field,updated
6a6cc9589ddc772deebb03f6,Feedback,The user needs the direct citations and no indirect ones of a secondary source.,https://noxtua.featurebase.app/p/the-user-needs-the-direct-citations-and-no-indirect-ones,69,Identified - JIRA ticket exists,insight_id_field,updated
6a6cc94f95b6184de993e6db,Feedback,The user needs a complete list of the sources additionally to synthesized results.,https://noxtua.featurebase.app/p/the-user-needs-a-complete-list-of-the-sources-additionally,62,Identified - JIRA ticket exists,insight_id_field,updated
6a6cc945f8e5d9da850c0c81,Feedback,The user needs the tool to be transparent if it does not have any sources available.,https://noxtua.featurebase.app/p/the-user-needs-the-tool-to-be-transparent-if-it,58,Identified - JIRA ticket exists,insight_id_field,updated
6a6cc93f84800d6b14e9eb9d,Feedback,"The user needs the answers to be adapted to their level of expertise, that they can work best with the answers.",https://noxtua.featurebase.app/p/the-user-needs-the-answers-to-be-adapted-to-their,53,Identified - JIRA ticket exists,insight_id_field,updated
6a6cc93994e73d44a20a66fa,Feedback,The user needs to know which data is available in the system so that they can be sure that the right sources can be used.,https://noxtua.featurebase.app/p/the-user-needs-to-know-which-data-is-available-in,50,Identified - JIRA ticket exists,insight_id_field,updated
6a6cc92093655bd982a987e3,Feedback,The user needs the answers to be precise and on point so that his time is efficiently used.,https://noxtua.featurebase.app/p/the-user-needs-the-answers-to-be-precise-and-on,46,Identified - JIRA ticket exists,insight_id_field,updated
6a6cc91c94e73d44a20a4520,Feedback,The user needs the tool to take over at least parts of his or associates tasks reliably so that he has the biggest benefit of using the tool.,https://noxtua.featurebase.app/p/the-user-needs-the-tool-to-take-over-at-least,45,Identified - JIRA ticket exists,insight_id_field,updated
6a6cc91784800d6b14e9c498,Feedback,The user needs a choice between different versions of the LLM.,https://noxtua.featurebase.app/p/the-user-needs-a-choice-between-different-versions-of-the,42,Identified - JIRA ticket exists,insight_id_field,updated
6a6cc90ff8e5d9da850bdf17,Feedback,Users don't understand how to set up workflow automations within the tool.,https://noxtua.featurebase.app/p/users-dont-understand-how-to-set-up-workflow-automations-within,30,Identified - JIRA ticket exists,insight_id_field,updated
6a5e254a29a2dbaa970a37ad,Product,Folder Upload in Matrix Analysis,https://noxtua.featurebase.app/p/folder-upload-in-matrix-analysis,121,Identified - JIRA ticket exists,featurebase_id,updated
6a5a7b97c99d8a14aed47a5e,Product,Upload more than 10 files for comparison in Matrix,https://noxtua.featurebase.app/p/upload-more-than-10-files-for-comparison-in-matrix,208,Identified - JIRA ticket exists,featurebase_id,updated
6a5a7b8fc99d8a14aed4715b,Product,Higher recognition rate for documents in Matrix,https://noxtua.featurebase.app/p/higher-recognition-rate-for-documents-in-matrix,132,Identified - JIRA ticket exists,featurebase_id,updated
6a51226c926d6521f648e2c7,Product,File management system integration,https://noxtua.featurebase.app/p/file-management-system-integration,342,Planned for development,featurebase_id,updated
6a512219f72a9987c364c4c3,Product,Cross-device chat access,https://noxtua.featurebase.app/p/cross-device-chat-access,236,Planned for development,featurebase_id,updated
6a512210ba59b90f02b6b06f,Product,Stop or cancel running generation,https://noxtua.featurebase.app/p/stop-or-cancel-running-generation,231,Planned for development,featurebase_id,updated
6a5121c45bdcefcb1e755de0,Product,Email program integration,https://noxtua.featurebase.app/p/email-program-integration,162,Planned for development,featurebase_id,updated
