board,post_status,reason,insight_id,insight_status,matched_via,title,url,post_id
Feature Request,In Review,New – Not yet discussed,454,New – Not yet discussed,insight_id_field,The user needs inline AI clause suggestions directly in Word while drafting a contract.,https://noxtua.featurebase.app/p/the-user-needs-inline-ai-clause-suggestions-directly-in-word,6a6ccb5ad361a8379e267c42
Feature Request,In Review,New – Not yet discussed,453,New – Not yet discussed,insight_id_field,The user needs the tool to automate routine administrative steps (e.g. dispatching decrees to attorneys whose addresses are already known).,https://noxtua.featurebase.app/p/the-user-needs-the-tool-to-automate-routine-administrative-steps,6a6ccb5884800d6b14f19555
Feature Request,In Review,New – Not yet discussed,452,New – Not yet discussed,insight_id_field,"The user needs the tool to conduct autonomous research and tool calls, rather than requiring the user to provide context manually.",https://noxtua.featurebase.app/p/the-user-needs-the-tool-to-conduct-autonomous-research-and,6a6ccb5684800d6b14f194b0
Feature Request,In Review,New – Not yet discussed,451,New – Not yet discussed,insight_id_field,The user needs the tool to verify and correctly link cited rulings and sources within incoming submissions from parties.,https://noxtua.featurebase.app/p/the-user-needs-the-tool-to-verify-and-correctly-link,6a6ccb5484800d6b14f19378
Feature Request,In Review,New – Not yet discussed,450,New – Not yet discussed,insight_id_field,The user needs the tool to flag contradictions between submissions and suggest fact-finding gaps for offence elements.,https://noxtua.featurebase.app/p/the-user-needs-the-tool-to-flag-contradictions-between-submissions,6a6ccb5295b6184de99b5184
Feature Request,In Review,New – Not yet discussed,449,New – Not yet discussed,insight_id_field,"The user needs the tool to keep track of what has already been read or written in a long-running case, so they do not duplicate work.",https://noxtua.featurebase.app/p/the-user-needs-the-tool-to-keep-track-of-what,6a6ccb5094e73d44a2134b82
Feature Request,In Review,New – Not yet discussed,448,New – Not yet discussed,insight_id_field,The user needs the tool to support cross-border procedural comparison (e.g. covert seizure in Austria) for trans-national cases.,https://noxtua.featurebase.app/p/the-user-needs-the-tool-to-support-cross-border-procedural,6a6ccb4ea53a5c328326f126
Feature Request,In Review,New – Not yet discussed,447,New – Not yet discussed,insight_id_field,"The user needs the tool to automatically extract procedural data (admissibility, deadlines, time limits) from case files.",https://noxtua.featurebase.app/p/the-user-needs-the-tool-to-automatically-extract-procedural-data,6a6ccb4c4ee14d9752f583a6
Feature Request,In Review,New – Not yet discussed,446,New – Not yet discussed,insight_id_field,The user needs the tool to automatically suggest relevant case law and judgments in the background when a case file is opened.,https://noxtua.featurebase.app/p/the-user-needs-the-tool-to-automatically-suggest-relevant-case,6a6ccb4a94e73d44a213430c
Feature Request,In Review,New – Not yet discussed,445,New – Not yet discussed,insight_id_field,The user needs the vendor to proactively curate and maintain templates and checklists within the tool over time.,https://noxtua.featurebase.app/p/the-user-needs-the-vendor-to-proactively-curate-and-maintain,6a6ccb49d361a8379e266b1f
Feature Request,In Review,New – Not yet discussed,444,New – Not yet discussed,insight_id_field,The user needs unlimited input and output length for template-filling tasks.,https://noxtua.featurebase.app/p/the-user-needs-unlimited-input-and-output-length-for-template,6a6ccb474ee14d9752f57ec4
Feature Request,In Review,New – Not yet discussed,443,New – Not yet discussed,insight_id_field,The user needs the tool to cover EU regulations and EU case law alongside national law in one unified tool.,https://noxtua.featurebase.app/p/the-user-needs-the-tool-to-cover-eu-regulations-and,6a6ccb4484800d6b14f182d3
Feature Request,In Review,New – Not yet discussed,442,New – Not yet discussed,insight_id_field,The user needs the tool to optimise their English drafting on demand into proper legal English.,https://noxtua.featurebase.app/p/the-user-needs-the-tool-to-optimise-their-english-drafting,6a6ccb43d361a8379e266548
Feature Request,In Review,New – Not yet discussed,441,New – Not yet discussed,insight_id_field,"The user needs the tool to extract and present a tabular overview of contractual obligations, rights, and termination notice periods from a contract.",https://noxtua.featurebase.app/p/the-user-needs-the-tool-to-extract-and-present-a,6a6ccb414ee14d9752f5791d
Feature Request,In Review,New – Not yet discussed,440,New – Not yet discussed,insight_id_field,The user needs the tool to generate visual diagrams (Schaubilder) of contractual relationships from large contracts.,https://noxtua.featurebase.app/p/the-user-needs-the-tool-to-generate-visual-diagrams-schaubilder,6a6ccb3f94e73d44a21338e0
Feature Request,In Review,New – Not yet discussed,439,New – Not yet discussed,insight_id_field,"The user needs the tool to flag cross-clause and cross-domain impacts (e.g. tax, antitrust) automatically when one clause is changed.",https://noxtua.featurebase.app/p/the-user-needs-the-tool-to-flag-cross-clause-and,6a6ccb3d93655bd982b17cce
Feature Request,In Review,New – Not yet discussed,438,New – Not yet discussed,insight_id_field,The user needs the tool to redline an existing Word document with minimal changes rather than regenerating a new document from scratch.,https://noxtua.featurebase.app/p/the-user-needs-the-tool-to-redline-an-existing-word,6a6ccb3b95b6184de99b3e7b
Feature Request,In Review,New – Not yet discussed,437,New – Not yet discussed,insight_id_field,"The user needs motivational features (e.g. streaks, daily nudges) to encourage consistent tool use.",https://noxtua.featurebase.app/p/the-user-needs-motivational-features-eg-streaks-daily-nudges-to,6a6ccb388a3d03519feccb8a
Feature Request,In Review,New – Not yet discussed,436,New – Not yet discussed,insight_id_field,The user needs the tool to automatically keep requesters informed of the progress of their request.,https://noxtua.featurebase.app/p/the-user-needs-the-tool-to-automatically-keep-requesters-informed,6a6ccb3695b6184de99b3a6f
Feature Request,In Review,New – Not yet discussed,435,New – Not yet discussed,insight_id_field,The user needs the tool to balance workload across team members based on current capacity.,https://noxtua.featurebase.app/p/the-user-needs-the-tool-to-balance-workload-across-team,6a6ccb3594e73d44a21332f4
Feature Request,In Review,New – Not yet discussed,434,New – Not yet discussed,insight_id_field,"The user needs the tool to accept and consolidate requests from multiple input channels (email, intranet form, voice/phone) into one unified system.",https://noxtua.featurebase.app/p/the-user-needs-the-tool-to-accept-and-consolidate-requests,6a6ccb334ee14d9752f569cf
Feature Request,In Review,New – Not yet discussed,432,New – Not yet discussed,insight_id_field,"The user needs AI self-service surfaces per business unit so non-legal users can self-serve, with legal teams curating the knowledge base and human-in-the-loop escalation available when needed.",https://noxtua.featurebase.app/p/the-user-needs-ai-self-service-surfaces-per-business-unit,6a6ccb2f93655bd982b15ffb
Feature Request,In Review,New – Not yet discussed,431,New – Not yet discussed,insight_id_field,"The user needs the tool to automatically detect deadlines and urgency from incoming items and proactively create calendar entries, tasks, and reminders.",https://noxtua.featurebase.app/p/the-user-needs-the-tool-to-automatically-detect-deadlines-and,6a6ccb2d4ee14d9752f53b64
Feature Request,In Review,New – Not yet discussed,411,New – Not yet discussed,insight_id_field,The user needs to have cantonal jurisprudence and laws integrated into the database.,https://noxtua.featurebase.app/p/the-user-needs-to-have-cantonal-jurisprudence-and-laws-integrated,6a6ccb1993655bd982b06f8f
Feature Request,In Review,New – Not yet discussed,396,New – Not yet discussed,insight_id_field,The user needs the Word-Add-In to be able to work with footnotes in order to have sources less prominent in the document.,https://noxtua.featurebase.app/p/the-user-needs-the-word-add-in-to-be-able,6a6ccb074ee14d9752f414f8
Feature Request,In Review,New – Not yet discussed,391,New – Not yet discussed,insight_id_field,The user would like to be able to comment on matrixes in order to communicate with team members or other parties.,https://noxtua.featurebase.app/p/the-user-would-like-to-be-able-to-comment-on,6a6ccb03a53a5c3283252a29
Feature Request,In Review,New – Not yet discussed,386,New – Not yet discussed,insight_id_field,"The user needs clear transparency on existing limitations, e.g. upload limitations.",https://noxtua.featurebase.app/p/the-user-needs-clear-transparency-on-existing-limitations-eg-upload,6a6ccafe9ddc772deec18f72
Feature Request,In Review,New – Not yet discussed,379,New – Not yet discussed,insight_id_field,"The user needs to be able to differentiate fine granularly what other users can do to templates/ workflows (i.e. creating, using, modifying, and deleting them), in order to have control over quality and access.",https://noxtua.featurebase.app/p/the-user-needs-to-be-able-to-differentiate-fine-granularly,6a6ccaf494e73d44a2110abc
Feature Request,In Review,New – Not yet discussed,374,New – Not yet discussed,insight_id_field,The user needs the tool to automatically generate documents pre-populated with employee names in the Editor.,https://noxtua.featurebase.app/p/the-user-needs-the-tool-to-automatically-generate-documents-pre,6a6ccaecae4aea0e96dba113
Feature Request,In Review,New – Not yet discussed,373,New – Not yet discussed,insight_id_field,The user needs to be able to upload documents from DATEV DMS directly without encountering file format errors.,https://noxtua.featurebase.app/p/the-user-needs-to-be-able-to-upload-documents-from,6a6ccaeaf8e5d9da85105137
Feature Request,In Review,New – Not yet discussed,359,New – Not yet discussed,insight_id_field,The user needs the settings to be easily discoverable in order to configure the tool to their needs.,https://noxtua.featurebase.app/p/the-user-needs-the-settings-to-be-easily-discoverable-in,6a6ccad6a53a5c328323c633
Feature Request,In Review,New – Not yet discussed,349,New – Not yet discussed,insight_id_field,"The user needs to be able to restrict certain features (such as file or outlook integration) for certain user groups, that work on highly confidential topics or are too junior to judge what can be shared.",https://noxtua.featurebase.app/p/the-user-needs-to-be-able-to-restrict-certain-features,6a6ccac7ae4aea0e96db17b3
Feature Request,In Review,New – Not yet discussed,343,New – Not yet discussed,insight_id_field,"The user would like to enable clients to take over parts of their work supported by AI, so that they are more the reviewing and strategic instance.",https://noxtua.featurebase.app/p/the-user-would-like-to-enable-clients-to-take-over,6a6ccabe93655bd982ae2adc
Feature Request,In Review,New – Not yet discussed,337,New – Not yet discussed,insight_id_field,The user wants the AI to automatically update the information in the knowledge base based on changes in the law or commentaries.,https://noxtua.featurebase.app/p/the-user-wants-the-ai-to-automatically-update-the-information,6a6ccaaff8e5d9da850f8b3d
Feature Request,In Review,New – Not yet discussed,327,New – Not yet discussed,insight_id_field,The user needs to be able to share files in the knowledge base with ceratin teams.,https://noxtua.featurebase.app/p/the-user-needs-to-be-able-to-share-files-in-2,6a6cca9d93655bd982adad79
Feature Request,In Review,New – Not yet discussed,305,New – Not yet discussed,insight_id_field,The user needs to be able to export the final result that a workflow produced for documentation/ sharing purposes.,https://noxtua.featurebase.app/p/the-user-needs-to-be-able-to-export-the-final,6a6cca71ae4aea0e96da3b88
Feature Request,In Review,New – Not yet discussed,291,New – Not yet discussed,insight_id_field,The user would like to get suggestions for new workflows based on his usage of the AI.,https://noxtua.featurebase.app/p/the-user-would-like-to-get-suggestions-for-new-workflows,6a6cca5f93655bd982ad510e
Feature Request,In Review,New – Not yet discussed,267,New – Not yet discussed,insight_id_field,The user would like to be able to tell the tool how harsh or lenient the AI should be when reviewing and suggesting changes to a document.,https://noxtua.featurebase.app/p/the-user-would-like-to-be-able-to-tell-the,6a6cca438a3d03519fe87f3e
Feature Request,In Review,New – Not yet discussed,261,New – Not yet discussed,insight_id_field,"The user needs to be able to get an overview of all changes to evaluate them in context, to be able to make a decision on each of the changes.",https://noxtua.featurebase.app/p/the-user-needs-to-be-able-to-get-an-overview,6a6cca3ea53a5c3283217546
Feature Request,In Review,New – Not yet discussed,241,New – Not yet discussed,insight_id_field,"The user needs clear guidance options for controlled AI deployment, similar to a data room approach.",https://noxtua.featurebase.app/p/the-user-needs-clear-guidance-options-for-controlled-ai-deployment,6a6cca2f84800d6b14ec303e
Feature Request,In Review,New – Not yet discussed,240,New – Not yet discussed,insight_id_field,The user needs a prompt library as a central working resource.,https://noxtua.featurebase.app/p/the-user-needs-a-prompt-library-as-a-central-working,6a6cca2d84800d6b14ebfd39
Feature Request,In Review,New – Not yet discussed,230,New – Not yet discussed,insight_id_field,The user would like to be able to work in another chat while the prompt is running.,https://noxtua.featurebase.app/p/the-user-would-like-to-be-able-to-work-in,6a6cca258a3d03519fe7b310
Feature Request,In Review,New – Not yet discussed,229,New – Not yet discussed,insight_id_field,The user wants the system to automatically update matrices with new decisions.,https://noxtua.featurebase.app/p/the-user-wants-the-system-to-automatically-update-matrices-with,6a6cca244ee14d9752ef8f97
Feature Request,In Review,New – Not yet discussed,222,New – Not yet discussed,insight_id_field,"The user expects the tool to be able to translate legal findings into technical/product implications, in order to communicate them efficiently to other (non-legal) parties.",https://noxtua.featurebase.app/p/the-user-expects-the-tool-to-be-able-to-translate,6a6cca1b93655bd982ab2a5c
Feature Request,In Review,New – Not yet discussed,82,New – Not yet discussed,insight_id_field,The user wants to be able to share generated matrixes with their colleagues.,https://noxtua.featurebase.app/p/the-user-wants-to-be-able-to-share-generated-matrixes,6a6cc97ed361a8379e1efdf2
Feature Request,In Review,New – Not yet discussed,70,New – Not yet discussed,insight_id_field,The user needs to be able to give feedback regarding the quality of the task fulfillment.,https://noxtua.featurebase.app/p/the-user-needs-to-be-able-to-give-feedback-regarding,6a6cc9609ddc772deebbaa7d
Feature Request,In Review,no insight match,,,,Template Vorlagen,https://noxtua.featurebase.app/p/template-vorlagen,6a6cb8c9d1a58cde217aa160
Feature Request,In Review,no insight match,,,,File storage system integration,https://noxtua.featurebase.app/p/file-storage-system-integration,6a5122208dc979d466a51ee2
Feature Request,In Progress,not In Review,151,Planned for development,featurebase_id,Content templates for drafting,https://noxtua.featurebase.app/p/content-templates-for-drafting,6a5121a25bdcefcb1e752d8e
Feedback,In Review,no insight match,,,,No jump to the end of the chat when closing a table,https://noxtua.featurebase.app/p/no-jump-to-the-end-of-the-chat-when-closing,6a7cced1972568dea580fdf7
Feedback,In Review,no insight match,,,,The user needs transparency on how to add user input to a template.,https://noxtua.featurebase.app/p/the-user-needs-transparency-on-how-to-add-user-input,6a6ccbc38a3d03519fefc765
Feedback,In Review,no insight match,,,,The user needs an option to prevent accidental message submission when pressing Enter.,https://noxtua.featurebase.app/p/the-user-needs-an-option-to-prevent-accidental-message-submission,6a6ccbc195b6184de99e94fa
Feedback,In Review,no insight match,,,,"The user needs a single, unambiguous login entry point instead of two confusing options (publisher portal vs. direct app link).",https://noxtua.featurebase.app/p/the-user-needs-a-single-unambiguous-login-entry-point-instead,6a6ccbbdd361a8379e2a5af8
Feedback,In Review,no insight match,,,,The user needs voice input for long transcription of dictated text or meetings.,https://noxtua.featurebase.app/p/the-user-needs-voice-input-for-long-transcription-of-dictated,6a6ccbb34ee14d9752f88524
Feedback,In Review,no insight match,,,,"The user needs an ""Artefakte"" section that surfaces uploaded documents alongside citations, and eventually the playbook used.",https://noxtua.featurebase.app/p/the-user-needs-an-artefakte-section-that-surfaces-uploaded-documents,6a6ccbb14ee14d9752f86c69
Feedback,In Review,no insight match,,,,The user expects the tool to adhere to his instructions (e.g. limitations to sources of interest).,https://noxtua.featurebase.app/p/the-user-expects-the-tool-to-adhere-to-his-instructions,6a6ccbae8a3d03519fef713d
Feedback,In Review,no insight match,,,,"The user needs the tool to not be influenced by an arguing user unless the tool actually uncovers new information in the system, that changes the result.",https://noxtua.featurebase.app/p/the-user-needs-the-tool-to-not-be-influenced-by,6a6ccb9c93655bd982b3e122
Feedback,In Review,no insight match,,,,Marginal numbers (Randziffern) in responses are often too long to be usable.,https://noxtua.featurebase.app/p/marginal-numbers-randziffern-in-responses-are-often-too-long-to,6a6ccb9a93655bd982b3c3ad
Feedback,In Review,no insight match,,,,"Date/deadline calculations are almost always wrong when reference dates are entered (weekdays, week-based deadlines).",https://noxtua.featurebase.app/p/datedeadline-calculations-are-almost-always-wrong-when-reference-dates-are,6a6ccb98ae4aea0e96ded353
Feedback,In Review,no insight match,,,,RVG and court-cost calculations are wildly wrong — amounts are not correctly taken from the tables.,https://noxtua.featurebase.app/p/rvg-and-court-cost-calculations-are-wildly-wrong-amounts-are,6a6ccb9694e73d44a21582ce
Feedback,In Review,no insight match,,,,Required user input is not visible when applying a template — the user must click 'edit' to see it.,https://noxtua.featurebase.app/p/required-user-input-is-not-visible-when-applying-a-template,6a6ccb9484800d6b14f310f7
Feedback,In Review,no insight match,,,,"User-input instructions are not displayed for file inputs, even when essential.",https://noxtua.featurebase.app/p/user-input-instructions-are-not-displayed-for-file-inputs-even,6a6ccb9194e73d44a215110a
Feedback,In Review,New – Not yet discussed,501,New – Not yet discussed,insight_id_field,"The users find it unclear during template creation whether defining and referencing user inputs is mandatory or optional, and whether it improves output.",https://noxtua.featurebase.app/p/the-users-find-it-unclear-during-template-creation-whether-defining,6a6ccb8dd361a8379e27fd67
Feedback,In Review,New – Not yet discussed,500,New – Not yet discussed,insight_id_field,"The template description character limit is not communicated at creation, so users write text that gets truncated.",https://noxtua.featurebase.app/p/the-template-description-character-limit-is-not-communicated-at-creation,6a6ccb8b94e73d44a214d366
Feedback,In Review,New – Not yet discussed,499,New – Not yet discussed,insight_id_field,"The template description should be optional — when mandatory, users just paste prompt fragments.",https://noxtua.featurebase.app/p/the-template-description-should-be-optional-when-mandatory-users-just,6a6ccb898a3d03519fedc184
Feedback,In Review,New – Not yet discussed,498,New – Not yet discussed,insight_id_field,The template naming field should be more prominent.,https://noxtua.featurebase.app/p/the-template-naming-field-should-be-more-prominent,6a6ccb8684800d6b14f251fc
Feedback,In Review,New – Not yet discussed,496,New – Not yet discussed,insight_id_field,The user wants underlying sources inserted as clickable links (not only footnotes) directly in the document.,https://noxtua.featurebase.app/p/the-user-wants-underlying-sources-inserted-as-clickable-links-not,6a6ccb8494e73d44a2143af6
Feedback,In Review,New – Not yet discussed,491,New – Not yet discussed,insight_id_field,The user finds the pricing too high for solo practitioners / small firms and would like a more economical offer.,https://noxtua.featurebase.app/p/the-user-finds-the-pricing-too-high-for-solo-practitioners,6a6ccb808a3d03519fed5442
Feedback,In Review,New – Not yet discussed,485,New – Not yet discussed,insight_id_field,"The user needs to be able to fully clear or delete the Editor content in one action, instead of the tool overwriting, appending to, or being unable to rebuild it.",https://noxtua.featurebase.app/p/the-user-needs-to-be-able-to-fully-clear-or,6a6ccb7a84800d6b14f1d7ab
Feedback,In Review,New – Not yet discussed,481,New – Not yet discussed,insight_id_field,"The user expects for pleadings/briefs that the structure is met, currently its often missing required legal formalities (e.g. Rechtsbehelfsbelehrung, Anrede, Grußformel).",https://noxtua.featurebase.app/p/the-user-expects-for-pleadingsbriefs-that-the-structure-is-met,6a6ccb788a3d03519fed197a
Feedback,In Review,New – Not yet discussed,476,New – Not yet discussed,insight_id_field,"Users would like memory / learning across sessions, and want the tool to engage with counter-arguments when they present a differing result.",https://noxtua.featurebase.app/p/users-would-like-memory-learning-across-sessions-and-want-the,6a6ccb7084800d6b14f1b9b5
Feedback,In Review,New – Not yet discussed,474,New – Not yet discussed,insight_id_field,The user expects a faster response / generation speed at the moment its rated as too slow.,https://noxtua.featurebase.app/p/the-user-expects-a-faster-response-generation-speed-at-the,6a6ccb6d95b6184de99b761b
Feedback,In Review,New – Not yet discussed,471,New – Not yet discussed,insight_id_field,The user needs Matrix Analysis Excel exports to include the column prompts on a separate sheet for documentation purposes.,https://noxtua.featurebase.app/p/the-user-needs-matrix-analysis-excel-exports-to-include-the,6a6ccb698a3d03519fecfc45
Feedback,In Review,New – Not yet discussed,461,New – Not yet discussed,insight_id_field,"The users need the tool to produce prose-based, running-text output by default and avoid excessive use of bullet points.",https://noxtua.featurebase.app/p/the-users-need-the-tool-to-produce-prose-based-running,6a6ccb61ae4aea0e96dd633f
Feedback,In Review,New – Not yet discussed,457,New – Not yet discussed,insight_id_field,"The user needs copied text to preserve citation references correctly, without leaving stray spaces behind.",https://noxtua.featurebase.app/p/the-user-needs-copied-text-to-preserve-citation-references-correctly,6a6ccb5ed361a8379e267e82
Feedback,In Review,New – Not yet discussed,433,New – Not yet discussed,insight_id_field,The user needs the tool to help decode unfamiliar business-unit jargon so they can quickly understand what a case is about.,https://noxtua.featurebase.app/p/the-user-needs-the-tool-to-help-decode-unfamiliar-business,6a6ccb31ae4aea0e96dd3545
Feedback,In Review,New – Not yet discussed,429,New – Not yet discussed,insight_id_field,The user expects prior question's context to be taken into account for follow-up questions(e.g. the previously named statute).,https://noxtua.featurebase.app/p/the-user-expects-prior-questions-context-to-be-taken-into,6a6ccb2a8a3d03519fec704a
Feedback,In Review,New – Not yet discussed,428,New – Not yet discussed,insight_id_field,The user expects a source to only be listed once in a paragraph to improve readability.,https://noxtua.featurebase.app/p/the-user-expects-a-source-to-only-be-listed-once,6a6ccb2895b6184de99ab6d2
Feedback,In Review,New – Not yet discussed,425,New – Not yet discussed,insight_id_field,"The user needs an indicator of how current/outdated the content is, e.g. showing the document date directly with each source",https://noxtua.featurebase.app/p/the-user-needs-an-indicator-of-how-currentoutdated-the-content,6a6ccb26ae4aea0e96dc7e74
Feedback,In Review,New – Not yet discussed,422,New – Not yet discussed,insight_id_field,The user needs the Thinking Process to always be displayed in the language of the prompt.,https://noxtua.featurebase.app/p/the-user-needs-the-thinking-process-to-always-be-displayed,6a6ccb238a3d03519fec141e
Feedback,In Review,New – Not yet discussed,420,New – Not yet discussed,insight_id_field,The user expects the thinking process to work with human-readable labels instead of surfacing technical terms in order to understand it more easily.,https://noxtua.featurebase.app/p/the-user-expects-the-thinking-process-to-work-with-human,6a6ccb209ddc772deec2f9c4
Feedback,In Review,New – Not yet discussed,419,New – Not yet discussed,insight_id_field,The user expects the preview to be optimzed for reading even when there are many footnotes in the source.,https://noxtua.featurebase.app/p/the-user-expects-the-preview-to-be-optimzed-for-reading,6a6ccb1e95b6184de99a4037
Feedback,In Review,New – Not yet discussed,414,New – Not yet discussed,insight_id_field,The user needs the tool to practice multilingual source matching: French-language questions should also surface German/Italian/English references (and reverse).,https://noxtua.featurebase.app/p/the-user-needs-the-tool-to-practice-multilingual-source-matching,6a6ccb1bd361a8379e2567b5
Feedback,In Review,New – Not yet discussed,406,New – Not yet discussed,insight_id_field,"The user needs Matrix Analysis prompts to be preserved when re-opening ""Spalte bearbeiten"".",https://noxtua.featurebase.app/p/the-user-needs-matrix-analysis-prompts-to-be-preserved-when,6a6ccb169ddc772deec2e112
Feedback,In Review,New – Not yet discussed,403,New – Not yet discussed,insight_id_field,The user needs multi-step reasoning to be maintained consistently across more than 5 conversation turns.,https://noxtua.featurebase.app/p/the-user-needs-multi-step-reasoning-to-be-maintained-consistently,6a6ccb149ddc772deec2e04d
Feedback,In Review,Implemented - a solution is released,402,Implemented - a solution is released,insight_id_field,"Users cannot clearly tell whether the system is still processing or has already finished, due to missing or unclear progress indicators.",https://noxtua.featurebase.app/p/users-cannot-clearly-tell-whether-the-system-is-still-processing,6a6ccb1284800d6b14f08c41
